gene_id	ko	assignment	score_type	threshold	bit_score	e_value	domain_bit_score	domain_e_value	definition
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_851160_35	K02418	threshold	domain	21.47	40.2	4.8e-11	40.0	5.4e-11	flagellar protein FliO/FliZ
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_851160_37	K06215	threshold	full	98.63	330.3	2.3e-99	330.2	2.5e-99	pyridoxal 5'-phosphate synthase pdxS subunit [EC:4.3.3.6]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_851160_4	K00790	threshold	full	185.4	622.7	8.3e-188	622.4	1e-187	UDP-N-acetylglucosamine 1-carboxyvinyltransferase [EC:2.5.1.7]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_851160_5	K18831	threshold	full	32.13	137.1	1.8e-40	136.9	2.1e-40	HTH-type transcriptional regulator / antitoxin HigA
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_851160_6	K19166	threshold	full	50.1	114.6	7.7e-34	114.6	8e-34	mRNA interferase HigB [EC:3.1.-.-]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_851160_7	K00962	threshold	full	300.07	998.3	5.4e-301	998.0	6.3e-301	polyribonucleotide nucleotidyltransferase [EC:2.7.7.8]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_851160_8	K02956	threshold	domain	25.03	120.6	1.8e-35	120.4	2.1e-35	small subunit ribosomal protein S15
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_852756_10	K01724	threshold	domain	19.37	107.3	1.7e-31	107.2	1.9e-31	4a-hydroxytetrahydrobiopterin dehydratase [EC:4.2.1.96]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_852756_11	K04042	rescued	full	337.13	331.0	2.3e-99	330.8	2.7e-99	bifunctional UDP-N-acetylglucosamine pyrophosphorylase / glucosamine-1-phosphate N-acetyltransferase [EC:2.7.7.23 2.3.1.157]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_852756_15	K07263	rescued	full	257.4	246.0	1.6e-73	134.8	6.2e-40	zinc protease [EC:3.4.24.-]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_852756_16	K07263	threshold	full	257.4	310.3	6.1e-93	310.1	7.3e-93	zinc protease [EC:3.4.24.-]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_852756_2	K26933	threshold	domain	73.03	109.0	4.6e-32	108.8	5.2e-32	unsaturated pyranuronate lyase [EC:4.2.99.25]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_855330_1	K01006	threshold	domain	335.87	506.2	3.8e-152	506.0	4.6e-152	pyruvate, orthophosphate dikinase [EC:2.7.9.1]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_855330_2	K03832	threshold	domain	33.93	35.2	2.1e-09	35.2	2.1e-09	periplasmic protein TonB
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_855330_3	K09955	threshold	full	87.33	622.8	1.9e-187	622.5	2.4e-187	uncharacterized protein
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_855330_4	K07407	threshold	domain	58.0	110.4	2e-32	110.2	2.2e-32	alpha-galactosidase [EC:3.2.1.22]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_855330_5	K02429	threshold	domain	154.43	459.0	2.8e-138	458.8	3.4e-138	MFS transporter, FHS family, fucose-galactose-glucose:H+ symporter family protein
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_855330_8	K01811	threshold	domain	628.67	797.8	2.2e-240	797.4	2.9e-240	alpha-D-xyloside xylohydrolase [EC:3.2.1.177]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_85565_2	K07403	threshold	full	128.3	394.1	2.1e-118	393.9	2.3e-118	membrane-bound serine protease (ClpP class)
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_860109_10	K23886	rescued	domain	133.97	119.5	2.4e-35	119.4	2.6e-35	CDGSH iron-sulfur domain-containing protein 3
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_860109_11	K03701	threshold	full	353.37	1382.9	0.0	1382.7	0.0	excinuclease ABC subunit A
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_860109_12	K07052	threshold	domain	33.1	72.6	5.2e-21	72.4	5.9e-21	CAAX protease family protein
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_860109_13	K03703	threshold	full	245.1	721.4	2.5e-217	721.0	3.4e-217	excinuclease ABC subunit C
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_860109_18	K01628	threshold	full	210.73	255.7	1.3e-76	255.5	1.6e-76	L-fuculose-phosphate aldolase [EC:4.1.2.17]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_860109_19	K02013	rescued	domain	226.07	221.6	2.9e-66	221.4	3.3e-66	iron complex transport system ATP-binding protein [EC:7.2.2.-]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_860109_20	K07062	threshold	full	141.07	149.6	1.5e-44	149.5	1.6e-44	toxin FitB [EC:3.1.-.-]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_860109_21	K21495	threshold	domain	61.63	84.6	1.8e-24	84.5	1.9e-24	antitoxin FitA
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_860109_22	K01886	threshold	full	522.63	886.4	3e-267	886.1	3.8e-267	glutaminyl-tRNA synthetase [EC:6.1.1.18]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_860109_23	K01885	threshold	full	298.07	479.8	3.7e-144	479.4	4.9e-144	glutamyl-tRNA synthetase [EC:6.1.1.17]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_860109_3	K18843	rescued	full	43.73	36.4	5.6e-10	36.3	6.2e-10	antitoxin HicB
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_860109_4	K00344	threshold	domain	284.23	403.1	2.5e-121	403.0	2.8e-121	NADPH:quinone reductase [EC:1.6.5.5]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_860109_5	K01620	threshold	full	97.13	451.1	1.4e-135	450.8	1.7e-135	threonine aldolase [EC:4.1.2.48]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_860512_10	K03589	threshold	domain	43.73	137.6	1.3e-40	137.4	1.5e-40	cell division protein FtsQ
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_860512_11	K03590	threshold	domain	116.87	390.5	1.9e-117	390.4	2.1e-117	cell division protein FtsA
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_860512_12	K03531	threshold	full	143.53	521.7	2.5e-157	521.5	2.8e-157	cell division protein FtsZ
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_860512_15	K01662	threshold	full	340.1	954.9	1.2e-287	954.8	1.3e-287	1-deoxy-D-xylulose-5-phosphate synthase [EC:2.2.1.7]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_860512_17	K01924	threshold	full	384.53	652.5	2.2e-196	652.4	2.4e-196	UDP-N-acetylmuramate--alanine ligase [EC:6.3.2.8]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_860512_4	K00986	threshold	domain	82.53	190.1	1.7e-56	189.7	2.2e-56	RNA-directed DNA polymerase [EC:2.7.7.49]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_860512_5	K03182	threshold	full	499.5	768.5	7.2e-232	767.4	1.5e-231	4-hydroxy-3-polyprenylbenzoate decarboxylase [EC:4.1.1.98]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_860512_7	K03975	threshold	full	59.47	96.4	3e-28	96.4	3e-28	membrane-associated protein
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_860907_1	K03088	threshold	domain	98.57	128.0	8.4e-38	127.8	9.7e-38	RNA polymerase sigma-70 factor, ECF subfamily
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_860907_3	K08972	threshold	full	37.0	121.7	5.6e-36	121.4	6.7e-36	putative membrane protein
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_860907_5	K00823	rescued	domain	602.43	460.2	1.8e-138	460.1	2e-138	4-aminobutyrate aminotransferase [EC:2.6.1.19]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_866242_14	K02573	threshold	domain	134.6	149.7	2.2e-44	149.7	2.2e-44	ferredoxin-type protein NapG
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_866242_15	K06898	threshold	full	198.17	387.3	2.3e-116	387.1	2.6e-116	pyridinium-3,5-biscarboxylic acid mononucleotide synthase [EC:2.5.1.143]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_866242_17	K09121	threshold	full	125.47	515.5	3.9e-155	515.3	4.3e-155	pyridinium-3,5-bisthiocarboxylic acid mononucleotide nickel chelatase [EC:4.99.1.12]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_866242_18	K06864	threshold	full	89.07	387.3	1.6e-116	387.1	1.9e-116	cysteine-dependent pyridinium-3,5-bisthiocarboxylic acid mononucleotide synthase [EC:4.4.1.37 4.4.1.45]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_866242_19	K02081	rescued	domain	294.03	232.3	1e-69	232.1	1.1e-69	DeoR family transcriptional regulator, aga operon transcriptional repressor
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_866242_4	K03642	threshold	domain	46.6	183.2	1.7e-54	182.8	2.2e-54	peptidoglycan lytic transglycosylase [EC:4.2.2.29]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_866242_9	K06937	threshold	full	189.93	480.7	8.8e-145	480.4	1.1e-144	tetraether lipid synthase [EC:1.21.98.5]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_869581_6	K19003	rescued	full	259.83	211.6	3e-63	211.6	3e-63	1,2-diacylglycerol 3-beta-glucosyltransferase [EC:2.4.1.336]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_871081_1	K28144	rescued	full	41.13	31.8	2e-08	31.8	2e-08	antitoxin VapB24/25/29/31/33/37/38/39/41/43/44/48
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_871081_11	K12373	threshold	full	104.33	171.2	5.5e-51	171.1	5.9e-51	hexosaminidase [EC:3.2.1.52]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_871081_12	K07171	threshold	full	24.03	88.6	8.9e-26	88.5	9.7e-26	mRNA interferase MazF [EC:3.1.-.-]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_871081_16	K05349	threshold	full	316.63	559.9	2.1e-168	559.7	2.4e-168	beta-glucosidase [EC:3.2.1.21]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_871081_8	K08178	threshold	full	286.07	496.4	1.5e-149	496.1	1.8e-149	MFS transporter, SHS family, lactate transporter
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_873008_10	K08301	threshold	domain	623.07	685.2	1.5e-206	684.0	3.5e-206	ribonuclease G [EC:3.1.26.-]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_873008_11	K19686	threshold	full	49.73	68.4	1.4e-19	68.2	1.7e-19	ribonuclease VapC28/30/34/36/42 [EC:3.1.-.-]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_873008_16	K06218	threshold	domain	45.47	60.1	6.3e-17	60.0	6.6e-17	mRNA interferase RelE/StbE
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_873008_19	K09748	threshold	domain	25.13	136.7	2e-40	136.4	2.4e-40	ribosome maturation factor RimP
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_873008_2	K03569	threshold	full	128.03	548.6	2.1e-165	548.3	2.5e-165	rod shape-determining protein MreB and related proteins
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_873008_5	K09803	threshold	domain	22.87	93.1	2.6e-27	93.0	2.8e-27	uncharacterized protein
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_873008_6	K03570	threshold	full	51.97	235.0	2.3e-70	234.7	2.7e-70	rod shape-determining protein MreC
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_873008_7	K03571	threshold	domain	33.6	51.7	1.8e-14	51.7	1.8e-14	rod shape-determining protein MreD
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_873008_8	K05515	threshold	full	504.7	644.3	4.9e-194	644.0	6.3e-194	penicillin-binding protein 2 [EC:3.4.16.4]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_873008_9	K05837	threshold	full	386.03	439.6	2.4e-132	439.5	2.7e-132	peptidoglycan glycosyltransferase [EC:2.4.99.28]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_873821_1	K03575	threshold	full	143.3	203.7	1e-60	203.5	1.2e-60	A/G-specific adenine glycosylase [EC:3.2.2.31]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_873821_5	K04063	threshold	full	53.6	112.8	3.2e-33	112.7	3.4e-33	lipoyl-dependent peroxiredoxin [EC:1.11.1.28]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_873958_1	K03699	threshold	full	301.87	343.4	4.8e-103	180.8	8.9e-54	magnesium and cobalt exporter, CNNM family
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_873958_10	K06213	threshold	domain	91.2	247.5	4.3e-74	246.5	8.3e-74	magnesium transporter
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_873958_11	K06867	threshold	domain	118.47	306.9	2.6e-92	130.1	1.9e-38	uncharacterized protein
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_873958_12	K07126	threshold	domain	58.23	161.7	6.6e-48	152.5	4.2e-45	uncharacterized protein
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_873958_12	K12132	threshold	domain	234.47	291.4	1.6e-87	291.2	1.8e-87	eukaryotic-like serine/threonine-protein kinase [EC:2.7.11.1]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_873958_13	K04757	threshold	full	93.83	98.5	6.5e-29	98.4	7e-29	serine/threonine-protein kinase RsbW [EC:2.7.11.1]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_873958_14	K04749	threshold	full	66.97	87.9	1.5e-25	87.8	1.7e-25	anti-sigma B factor antagonist
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_873958_15	K08677	threshold	full	367.7	704.1	5.3e-212	703.7	7e-212	kumamolisin [EC:3.4.21.123]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_873958_17	K04757	threshold	full	93.83	97.9	1e-28	97.7	1.1e-28	serine/threonine-protein kinase RsbW [EC:2.7.11.1]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_873958_4	K01593	threshold	full	357.9	526.6	1.6e-158	526.4	1.9e-158	aromatic-L-amino-acid/L-tryptophan decarboxylase [EC:4.1.1.28 4.1.1.105]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_873958_5	K03574	threshold	full	72.5	98.8	5.1e-29	98.7	5.7e-29	8-oxo-dGTP diphosphatase [EC:3.6.1.55]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_874886_2	K06282	threshold	full	307.67	497.4	6.4e-150	497.3	6.9e-150	hydrogenase small subunit [EC:1.12.99.6]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_874886_3	K18843	threshold	full	43.73	170.3	5.9e-51	170.2	6.5e-51	antitoxin HicB
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_874886_4	K07339	threshold	domain	33.0	62.6	4.2e-18	62.4	4.7e-18	mRNA interferase HicA [EC:3.1.-.-]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_874886_6	K06215	threshold	full	98.63	266.4	5.9e-80	266.3	6.7e-80	pyridoxal 5'-phosphate synthase pdxS subunit [EC:4.3.3.6]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_886330_1	K09800	threshold	domain	111.3	222.3	2.6e-66	189.0	3e-56	translocation and assembly module TamB
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_886363_1	K03111	threshold	domain	24.77	97.8	1.5e-28	97.7	1.6e-28	single-strand DNA-binding protein
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_886363_3	K08976	threshold	full	41.17	187.4	5.7e-56	187.2	6.5e-56	putative membrane protein
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_886363_4	K02257	threshold	full	124.37	307.7	4.1e-92	307.5	4.8e-92	heme o synthase [EC:2.5.1.141]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_888288_10	K00600	threshold	full	85.4	683.8	4e-206	683.4	5.4e-206	glycine hydroxymethyltransferase [EC:2.1.2.1]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_888288_12	K01195	threshold	full	393.77	496.9	1.6e-149	496.5	2.1e-149	beta-glucuronidase [EC:3.2.1.31]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_888288_15	K28635	rescued	domain	620.13	542.8	1.2e-163	542.5	1.5e-163	3-sulfolactaldehyde dehydrogenase [EC:1.2.1.97]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_888288_16	K01247	threshold	domain	171.7	257.8	2.3e-77	257.5	2.8e-77	DNA-3-methyladenine glycosylase II [EC:3.2.2.21]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_888288_2	K09710	threshold	full	113.53	131.2	9.8e-39	123.9	1.7e-36	ribosome-associated protein
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_888288_3	K00969	threshold	full	125.63	193.0	1.2e-57	192.9	1.3e-57	nicotinate-nucleotide adenylyltransferase [EC:2.7.7.18]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_888288_8	K19304	rescued	full	156.5	132.7	3.1e-39	132.3	4.3e-39	murein DD-endopeptidase [EC:3.4.24.-]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_888288_9	K07126	threshold	domain	58.23	114.3	1.5e-33	114.0	1.9e-33	uncharacterized protein
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_889587_6	K25026	rescued	domain	276.27	228.5	2.5e-68	228.3	2.9e-68	glucokinase [EC:2.7.1.2]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_902797_3	K07181	threshold	full	233.2	391.4	8.4e-118	391.0	1.1e-117	c-di-GMP phosphodiesterase [EC:3.1.4.52]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_902797_4	K00059	threshold	full	265.23	348.8	6.1e-105	348.6	6.8e-105	3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_902797_5	K01649	threshold	full	467.3	666.0	1.8e-200	665.8	2.1e-200	2-isopropylmalate synthase [EC:2.3.3.13]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_902797_8	K09166	threshold	full	93.27	273.9	2.6e-82	273.7	3e-82	uncharacterized protein
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_905935_1	K11749	threshold	domain	83.67	403.7	3e-121	215.0	4.5e-64	regulator of sigma E protease [EC:3.4.24.-]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_905935_10	K01887	threshold	full	103.13	354.2	2.7e-106	352.9	6.8e-106	arginyl-tRNA synthetase [EC:6.1.1.19]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_905935_11	K01255	threshold	domain	420.43	560.8	9.6e-169	560.7	1e-168	leucyl aminopeptidase [EC:3.4.11.1]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_905935_12	K28273	rescued	domain	53.27	43.1	6.5e-12	42.7	8.7e-12	ribonuclease VapB27/40
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_905935_13	K19686	threshold	full	49.73	64.1	2.8e-18	63.9	3.4e-18	ribonuclease VapC28/30/34/36/42 [EC:3.1.-.-]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_905935_15	K03664	threshold	full	30.2	224.3	2.8e-67	224.3	2.8e-67	SsrA-binding protein
