query	seed_ortholog	evalue	score	eggNOG_OGs	tax_ceiling	farthest_donor_lineage	COG_category	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs	annotation_confidence
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1409929_12	1577687.GCA_001449115_01135	1.39e-100	301.0	Peptidase_C26@131567|A-1	Prokaryota	1;131567;2;3379134;1224;28211;3120395;3385906;365532;2640865;1545443	COG2071	puuD	-	-	K07010	-	-	-	-	00001,01002	-	-	-	Peptidase_C26_21_216	l--l----l---h
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1409929_13	1577687.GCA_001449115_01146	5.81e-103	308.0	Acyltransferase@131567|CZ-10	Prokaryota	1;131567;2;3379134;2818505;32015;29;80811;39;47;48	COG0204	plsC_2	-	ec:2.3.1.51	K00655	00561,00564,01100,01110	M00089	-	-	00001,01000,01004	-	-	-	Acyltransferase_84_209	l-llll--l---h
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1409929_15	1577687.GCA_001449115_01148	5.53e-124	362.0	DUF4145@131567|A-1	Prokaryota	1;131567;2;49928;1805401	COG4096	-	-	-	-	-	-	-	-	-	-	-	-	DUF4145_180_276	------------h
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_993421_11	1577687.GCA_001449115_01160	0.0	1245.0	Glyco_transf_4@131567|D-3,Glycos_transf_1@131567|Dx-10	Prokaryota	1;131567;2;3379134;1224;28216;206351;2897176;57479;57480;1122240	COG0438	pimA_3	-	ec:2.4.1.337,ec:2.4.1.361,ec:2.4.1.371	K19002,K20999,K23395,K24658	00542,00543,00552,00561,01100	-	-	-	00001,01000,01003,01005	-	-	-	Glyco_transf_4_54_206,Glycos_transf_1_218_392	m-lll---l---h
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_993421_12	1577687.GCA_001449115_01161	5.4e-200	560.0	Glyco_hydro_130@131567|Ax-9	Prokaryota	1;131567;2;3379134;200940;3031648;2914038;2964538;182623;2625943;1678137	COG2152	-	-	ec:2.4.1.319,ec:2.4.1.320,ec:2.4.1.339,ec:2.4.1.340	K18785,K20885	-	-	-	-	00001,01000	-	-	-	Glyco_hydro_130_50_331	--ll----l---h
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_4306_5	1577687.GCA_001449115_01178	4.97e-139	409.0	SMC_ScpA@131567|A-1	Prokaryota	1;131567;2;1783272;1239;2840488;3071001;3071002;44000;301953;632335	COG1354	scpA	-	-	K05896	-	-	-	-	00001,03036	-	-	-	SMC_ScpA_84_298	m--m----m---h
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_641979_13	1577687.GCA_001449115_01197	3.09e-221	624.0	IMS_C@131567|B-2,IMS@2|JH-15,IMS@131567|Gn-14	Prokaryota	1;131567;2;3379134;29547;3031852;213849;72294;194;196;32019	COG0389	umuC	GO:0003697,GO:0003887,GO:0005515,GO:0005829,GO:0005886,GO:0006974,GO:0008094,GO:0009355,GO:0009432,GO:0016020,GO:0019985	ec:2.7.7.7	K02346	-	-	-	-	00001,01000,01612,03400	-	-	-	IMS_55_204,IMS_C_291_417	llll----l---h
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_888288_12	1577687.GCA_001449115_01203	0.0	942.0	Glyco_hydro_2_N@131567|av-19,Glyco_hydro_2_C@131567|CB-9	Prokaryota	1;131567;2;3379134;1224;28211;204457;41297;13687;196159;1390395	COG3250	uidA_1	-	ec:3.2.1.31	K01195	00040,00053,00860,01100,01110,01240	M00014,M00076,M00077,M00078,M00129	-	-	00001,01000	-	-	-	Glyco_hydro_2_C_311_605,Glyco_hydro_2_N_89_215	l-llll--l---h
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_888288_11	1577687.GCA_001449115_01204	9.47e-76	232.0	-	Prokaryota	1;131567;2;3379134;57723;305072;1803466	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-------------
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_888288_9	1577687.GCA_001449115_01206	4.78e-06	54.3	Sel1@131567|fz-19	Prokaryota	1;131567;2;3379134;1224;28211;356;82115;227290;379;2613769;1500301	COG0790	hcpC_2	-	-	K07126	-	-	-	-	00001	-	-	-	Sel1_117_143,Sel1_40_74,Sel1_76_110	l--l----l---h
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_641979_18	1577687.GCA_001449115_01219	3.29e-51	169.0	-	Prokaryota	1;131567;2;3379134;57723;204432;332160;332161;332162;332163;234267	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-------------
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_641979_20	1577687.GCA_001449115_01221	2.72e-190	532.0	Pirin@131567|O-4,Pirin_C@131567|C-2	Prokaryota	1;131567;2;3379134;203691;203692;136;137;146;504483;1123275	COG1741	yhhW	-	ec:1.13.11.24	K06911	-	-	-	-	00001,01000	-	-	-	Pirin_21_121,Pirin_C_182_303	l-mm----m---h
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_641979_25	1577687.GCA_001449115_01230	0.0	940.0	Sigma70_r2@131567|drb-35,Sigma70_r1_1@131567|A-1,Sigma70_r3@131567|Aze-22,Sigma70_r4@131567|CXc-32,Sigma70_r1_2@131567|NI-15	Prokaryota	1;131567;2;3379134;3018035;1553900;1553901;1769745;1769746;1513793	COG0568	rpoD	GO:0000345,GO:0003677,GO:0005515,GO:0005829,GO:0005886,GO:0006352,GO:0009274,GO:0009408,GO:0009415,GO:0016987,GO:0045892,GO:1903865,GO:2000142	-	K03086	02040	-	-	-	00001,03021	-	-	-	Sigma70_r1_1_42_112,Sigma70_r1_2_128_159,Sigma70_r2_361_430,Sigma70_r3_440_516,Sigma70_r4_529_582	ll-ll---l---h
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_182488_4	1577687.GCA_001449115_01242	1.63e-141	406.0	ThuA@131567|HM-11	Prokaryota	1;131567;2;3379134;1224;1236;1706369;1706371;940550;396005;1121921	COG3828	cyt	-	ec:3.2.1.40	K09992	00190,00946,01100,02020	-	-	-	00001	-	-	-	ThuA_36_260	l-lml---m---h
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_2094519_4	1577687.GCA_001449115_01242	1.03e-142	409.0	ThuA@131567|HM-11	Prokaryota	1;131567;2;3379134;1224;1236;1706369;1706371;940550;396005;1121921	COG3828	cyt	-	ec:3.2.1.40	K09992	00190,00946,01100,02020	-	-	-	00001	-	-	-	ThuA_36_260	l-lml---m---h
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_332151_11	1577687.GCA_001449115_01254	7.57e-47	155.0	Glyoxalase@131567|KK-12	Prokaryota	1;131567;2;3379134;57723;204432;204433;204434;1768185;1577687	COG3324	-	-	-	-	-	-	-	-	-	-	-	-	Glyoxalase_15_121	------------h
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1517020_7	1577687.GCA_001449115_01265	5.49e-161	459.0	Cation_efflux@131567|GQ-11	Prokaryota	1;131567;2;1783272;1239;91061;1385;186823;29330;405212;543302	COG1230	czcD	-	-	K16264	-	-	-	-	00001,02000	-	-	-	Cation_efflux_23_213	l--m----m---h
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_902797_8	1577687.GCA_001449115_01270	1.68e-121	355.0	DUF2071@131567|A-1	Prokaryota	1;131567;2;3379134;1783270;68336;976;768503;768507;1853232;89966;1629124	COG3361	yqjF	-	-	K09166	-	-	-	-	00001	-	-	-	DUF2071_23_242	l--l----l---h
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1716181_8	1577687.GCA_001449115_01275	5.25e-77	232.0	NDK@131567|A-1	Prokaryota	1;131567;2;2323;1783234;67817;910038;1047013	COG0105	ndk	-	ec:2.7.4.6	K00940	00230,00240,01100,01110,01232,01240	M00049,M00050,M00052,M00053,M00938	-	-	00001,01000,04131	-	-	-	NDK_3_134	m-hhhh--h---h
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_4306_12	1577687.GCA_001449115_01286	1.5e-143	412.0	-	Prokaryota	1;131567;2;3379134;1224;28216;80840;75682;2895353;1522432;1035707	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-------------
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_4306_15	1577687.GCA_001449115_01292	1.91e-58	185.0	Glyoxalase@131567|lY-16	Prokaryota	1;131567;2;3379134;1224;1236;91347;1903414;581;582	-	zan	-	ec:4.4.1.5	K01759,K08234	00620,01100	-	-	-	00001,01000	-	-	-	Glyoxalase_15_121	l-lll---l---h
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1716181_12	1577687.GCA_001449115_01295	4.86e-55	178.0	Ribonuclease_P@131567|A-1	Prokaryota	1;131567;2;3379134;1783257;203682;203683;2691355;1914233;113;2622970;1630693	COG0594	rnpA	-	ec:3.1.26.5	K03536	-	-	-	-	00001,01000,03016	-	-	-	Ribonuclease_P_37_145	m-mm----m---h
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1662591_3	1577687.GCA_001449115_01330	2.57e-248	704.0	SLT@131567|Dw-11,LysM@2|BIo-21,LysM@131567|Sv-13	Prokaryota	1;131567;2;3379134;200783;187857;32069;224027;182899;2641955;1158338	COG1388	mltD_2	GO:0000270,GO:0005515,GO:0008932,GO:0008933,GO:0016020	ec:4.2.2.29	K08307	00230,00240,01100,02010,02020	-	-	-	00001,01000,01011	-	CBM50|Carbohydrate-Binding Module Family 50.,GH23|Glycoside Hydrolase Family 23.	-	LysM_433_463,LysM_490_532,SLT_213_315	llmml---m-l-h
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_2090139_4	1577687.GCA_001449115_01335	2.13e-96	291.0	Hexapep@131567|Cf-10,Acetyltransf_11@131567|A-1	Prokaryota	1;131567;2;3379134;57723;458031;1660250;1660251	COG1043	lpxA	-	ec:2.3.1.129	K00677	00540,01100,01503	M00060,M00866	-	-	00001,01000,01005	-	-	-	Acetyltransf_11_176_256,Hexapep_105_138	m-mmmm--m---h
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_348206_4	1577687.GCA_001449115_01337	1.29e-116	343.0	-	Prokaryota	1;131567;2;3379134;57723;305072;1797180	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-------------
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_348206_3	1577687.GCA_001449115_01338	8e-125	363.0	adh_short_C2@131567|CIB-23	Prokaryota	1;131567;2;3379134;57723;305072;1803431	COG1028	fabG	-	ec:1.1.1.100	K00059	00061,00780,01100,01110,01212,01240	M00083,M00572,M00874	-	-	00001,01000,01004	-	-	-	adh_short_C2_16_260	l-mmmm--m---h
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_283889_6	1577687.GCA_001449115_01353	1.45e-112	339.0	-	Prokaryota	1;131567;2;3379134;57723;204432;204433;204434;940557;940615;1198114	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-------------
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_2104672_13	1577687.GCA_001449115_01356	7.69e-198	555.0	Radical_SAM@204432|CMT-23,Radical_SAM@131567|Aq-9!	Prokaryota	1;131567;2;1783272;201174;1760;85011;2062;1883;2838335;114686	COG0535	pqqE	-	ec:4.1.99.22	K03639,K06871	00790,01100,01240,04122	M00880	-	-	00001,01000	-	-	-	Radical_SAM_41_152	l-llll--l---h
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_2104672_19	1577687.GCA_001449115_01361	4.7e-126	365.0	Sigma70_r2@131567|YY-14,Sigma70_r4_2@131567|Giq-36	Prokaryota	1;131567;2;1783272;1239;91061;1385;186817;400634;1421	COG1595	rpoE	-	-	K03088	-	-	-	-	00001,03021	-	-	-	Sigma70_r2_73_139,Sigma70_r4_2_183_234	l--l----l---h
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_2104672_20	1577687.GCA_001449115_01362	3.36e-71	221.0	RVT_3@131567|AK-6	Prokaryota	1;131567;2;3379134;57723;305072;1803466	COG0328	rnhA	-	ec:3.1.26.4	K03469	03030	M00048	-	-	00001,01000,03032	-	-	-	RVT_3_43_164	l-mmml--m---h
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1743223_3	1577687.GCA_001449115_01369	0.0	1019.0	Transketolase_C@131567|Am-7,Transket_pyr@131567|AO-7,Transketolase_N@131567|G-3	Prokaryota	1;131567;2;1783272;67819;1663419;1663425;1663426;1005038;1005039;661478	COG0021	tkt	-	ec:2.2.1.1	K00615	00030,00710,01100,01110,01120,01200,01230	M00004,M00007,M00165	-	-	00001,01000	-	-	-	Transket_pyr_359_528,Transketolase_C_550_657,Transketolase_N_13_343	l-llll--l---h
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_855330_15	1577687.GCA_001449115_01394	1.2e-51	168.0	-	Prokaryota	1;131567;2;3379134;1783257;74201;417295;478741	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-------------
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_855330_16	1577687.GCA_001449115_01395	1.84e-22	93.2	CbiA@131567|B-2!	Prokaryota	1;131567;2;1783272;1239;186801;186802;538999;539000;28033;53633;679936	COG0489	traL	-	-	K03496	-	-	-	-	00001,03036,04812	-	-	-	CbiA_9_127	l--l----l---h
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_860512_1	1577687.GCA_001449115_01475	2.01e-15	73.2	-	Prokaryota	1;131567;2;3379134;57723;204432;204433;3121618;658061;658062;204669	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-------------
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_283889_3	1577687.GCA_001449115_01477	1.02e-257	715.0	GSDH@131567|Bp-9	Prokaryota	1;131567;2;3379134;1783270;68336;976;1853228;1853229;563835;504481;413434	-	sndH	-	-	-	-	-	-	-	-	-	-	-	GSDH_93_429	l-----------h
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_576302_23	1577687.GCA_001449115_01493	0.0	1351.0	DNA_gyraseB_C@131567|AI-7,DNA_gyraseB@131567|Dk-11,Toprim@131567|Fa-17,HATPase_c|CEQ4CS@131567	Prokaryota	1;131567;2;3379134;203691;203692;136;2845253;157;58231;1125700	COG0187	gyrB	GO:0003677,GO:0003918,GO:0005515,GO:0005524,GO:0005737,GO:0005829,GO:0006265,GO:0006351,GO:0008094,GO:0009330,GO:0009410,GO:0034335	ec:5.6.2.2	K02470	-	-	-	-	00001,01000,03032,03400	-	-	-	DNA_gyraseB_256_424,DNA_gyraseB_C_800_862,HATPase_c_59_203,Toprim_453_563	llll----l---h
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_576302_20	1577687.GCA_001449115_01499	1.59e-45	149.0	Ribosomal_L27@131567|A-1	Prokaryota	1;131567;2;3379134;200783;187857;32069;64898;75905;75906	COG0211	rpmA	GO:0000027,GO:0022625,GO:0043022,GO:1902626	-	K02899	03010	-	-	-	00001,01610,03011	-	-	-	Ribosomal_L27_2_72	ml-hh---h---h
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_290840_4	1577687.GCA_001449115_01523	1.67e-175	498.0	A_deaminase@131567|Fb-12	Prokaryota	1;131567;2;1783272;200795;32061;189772;189773;64;65;316274	COG1816	add	GO:0090612	ec:3.5.4.40	K18286	00130,01100,01110,01240	M00930	-	-	00001,01000	-	-	-	A_deaminase_18_342	llmmmm--m---h
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_324538_3	1577687.GCA_001449115_01546	5.81e-224	628.0	tRNA-synt_1b@131567|b-6	Prokaryota	1;131567;2;1783272;1239;186801;3120427;3120708;667112;288966;1122184	COG0162	tyrS	-	ec:6.1.1.1	K01866	00970	-	-	-	00001,01000,01007,01613,03016,03029	-	-	-	tRNA-synt_1b_54_341	m-mmm---m---h
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_866242_3	1577687.GCA_001449115_01569	2.49e-236	669.0	PmbA_TldD_C@131567|C-2!	Prokaryota	1;131567;2;2323;1783234;1130266;3014277;3014278;3123439;2767186;1935123	COG0312	tldD1	-	-	K03568,K03592	-	-	-	-	00001,01002	-	-	-	PmbA_TldD_C_302_534	l--l----l---h
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_2009096_1	1577687.GCA_001449115_01570	2.17e-184	532.0	PmbA_TldD_C@131567|C-2!	Prokaryota	1;131567;2;2323;1783234;1130266;3014277;3014278;3123439;2767186;1935123	COG0312	tldD1	-	-	K03568	-	-	-	-	00001,01002	-	-	-	PmbA_TldD_C_318_563	l--l----l---h
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_283889_14	1577687.GCA_001449115_01570	2.01e-113	348.0	PmbA_TldD_C@131567|C-2!	Prokaryota	1;131567;2;2323;1783234;1130266;3014277;3014278;3123439;2767186;1935123	COG0312	tldD1	-	-	K03568	-	-	-	-	00001,01002	-	-	-	PmbA_TldD_C_318_563	l--l----l---h
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_866242_1	1577687.GCA_001449115_01570	2.45e-123	369.0	PmbA_TldD_C@131567|C-2!	Prokaryota	1;131567;2;2323;1783234;1130266;3014277;3014278;3123439;2767186;1935123	COG0312	tldD1	-	-	K03568	-	-	-	-	00001,01002	-	-	-	PmbA_TldD_C_318_563	l--l----l---h
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_2009096_2	1577687.GCA_001449115_01571	1.08e-205	583.0	Peptidase_M48@131567|JF-14,Peptidase_M48_N@131567|A-1	Prokaryota	1;131567;2;2323;1783234;1817802;3106394;1817859	COG0501	yhfN	-	-	-	-	-	-	-	-	-	-	-	Peptidase_M48_227_429,Peptidase_M48_N_50_210	l-----------h
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_283889_13	1577687.GCA_001449115_01571	1.86e-204	581.0	Peptidase_M48@131567|JF-14,Peptidase_M48_N@131567|A-1	Prokaryota	1;131567;2;2323;1783234;1817802;3106394;1817859	COG0501	yhfN	-	-	-	-	-	-	-	-	-	-	-	Peptidase_M48_227_429,Peptidase_M48_N_50_210	l-----------h
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1820274_1	1577687.GCA_001449115_01590	1.65e-92	297.0	Plug@2|Kw-10,Plug@131567|GB-9,TonB_dep_Rec@131567|Sw-11	Prokaryota	1;131567;2;3379134;1783270;68336;976;117743;200644;49546;237;739143	COG4771	susC_9	-	-	K16089,K16092,K19611	02020	-	-	-	00001,02000	-	-	-	Plug_100_194,TonB_dep_Rec_315_713	l--ll---l---h
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1129848_1	1577687.GCA_001449115_01592	6.12e-28	108.0	HTH_26@131567|Bq-10!	Prokaryota	1;131567;2;1783272;544448;31969;2085;2092;2093;656088;1179777	COG3655	dpnM	-	ec:2.1.1.37,ec:2.1.1.72	K00558,K06223,K07727	00270,01100,03430	M00035	-	-	00001,01000,02048,03000,03032,03036,03400	-	-	-	HTH_26_13_66	l-llll--l---h
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1675464_3	1577687.GCA_001449115_01592	1e-39	140.0	HTH_26@131567|Bq-10!	Prokaryota	1;131567;2;1783272;544448;31969;2085;2092;2093;656088;1179777	COG3655	dpnM	-	ec:2.1.1.37,ec:2.1.1.72	K00558,K06223,K07727	00270,01100,03430	M00035	-	-	00001,01000,02048,03000,03032,03036,03400	-	-	-	HTH_26_13_66	l-llll--l---h
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1129848_3	1577687.GCA_001449115_01593	7.33e-50	166.0	Sigma70_r4_2@131567|C-2!	Prokaryota	1;131567;2;1783272;1239;91061;1385;186817;2837507;1287657;1034347	COG1595	sigB_2	-	-	K03088,K26992	-	-	-	-	00001,03021	-	-	-	Sigma70_r4_2_115_162	l--l----l---h
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1675464_2	1577687.GCA_001449115_01593	1.11e-51	171.0	Sigma70_r4_2@131567|C-2!	Prokaryota	1;131567;2;1783272;1239;91061;1385;186817;2837507;1287657;1034347	COG1595	sigB_2	-	-	K03088,K26992	-	-	-	-	00001,03021	-	-	-	Sigma70_r4_2_115_162	l--l----l---h
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1675464_1	1577687.GCA_001449115_01595	9.41e-33	139.0	TPR_8@131567|Apn-19,TPR_16@131567|Hy-12	Prokaryota	1;131567;2;3379134;57723;204432;204433;204434;1768185;1577687	COG4783	-	-	-	-	-	-	-	-	-	-	-	-	TPR_16_119_174,TPR_16_354_402,TPR_8_188_213,TPR_8_217_247,TPR_8_252_281,TPR_8_80_110	------------h
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_643813_1	1577687.GCA_001449115_01610	1.34e-84	286.0	Kelch_4@131567|CP-8	Prokaryota	1;131567;2;3379134;1783270;68336;976;1853228;1853229;563835;1004301;549295;1220578	S	-	-	-	-	-	-	-	-	-	-	-	-	Kelch_4_124_159,Kelch_4_270_318,Kelch_4_363_400,Kelch_4_42_83	------------h
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1149798_1	1577687.GCA_001449115_01631	2.34e-20	86.3	-	Prokaryota	1;131567;2;3379134;57723;204432;204433;204434;112074;1267533	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-------------
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_316196_4	1577687.GCA_001449115_01634	5.72e-103	309.0	Pterin_bind@131567|Ew-13	Prokaryota	1;131567;2;1783272;1239;186801;3085636;186803;186928;1408319	COG0294	folP	GO:0004156	ec:2.5.1.15	K00796	00790,01100,01240	M00126	-	-	00001,01000	-	-	-	Pterin_bind_26_281	llllll--l---h
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_873821_5	1577687.GCA_001449115_01651	5.71e-72	220.0	OsmC@131567|CN-8	Prokaryota	1;131567;2;3379134;1783270;68336;976;200643;1970189;1471398;1254401;655355	-	osmC	GO:0004601,GO:0005829,GO:0006972,GO:0006979,GO:0033194,GO:0042803,GO:0051920	ec:1.11.1.28	K04063	-	-	-	-	00001,01000	-	-	-	OsmC_40_138	llhh----h---h
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1236606_1	1577687.GCA_001449115_01667	1.73e-151	446.0	Peptidase_M1@131567|Ab-7,Peptidase_M1_N@131567|B-2	Prokaryota	1;131567;2;3379134;2818505;3031711;3031712;49;39643;56;448385	COG0308	pepN_1	-	ec:3.4.11.2	K01256	00480,01100	-	-	-	00001,01000,01002	-	-	-	Peptidase_M1_304_507,Peptidase_M1_N_92_257	l-lll---l---h
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_2198361_5	1577687.GCA_001449115_01667	0.0	900.0	Peptidase_M1@131567|Ab-7,Peptidase_M1_N@131567|B-2	Prokaryota	1;131567;2;3379134;2818505;3031711;3031712;49;39643;56;448385	COG0308	pepN_1	-	ec:3.4.11.2	K01256	00480,01100	-	-	-	00001,01000,01002	-	-	-	Peptidase_M1_304_507,Peptidase_M1_N_92_257	l-lll---l---h
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1457108_6	1577687.GCA_001449115_01672	0.0	1070.0	Peptidase_M1@131567|C-2!	Prokaryota	1;131567;2;3379134;1783270;68336;976;117747;200666;84566;84567;2628915;1735684	COG0308	pepN_2	-	ec:3.4.11.2	K01256,K13722	00480,01100	-	-	-	00001,01000,01002	-	-	-	Peptidase_M1_536_702	l-lll---l---h
